DIE	0	0	76090	76090
CELL	_572_	NAND2_X1	61180	8400	62320	11200
CELL	_573_	OAI21_X1	59660	11200	61180	14000
CELL	_574_	NAND2_X4	63460	53200	66880	56000
CELL	_575_	NAND3_X4	67260	47600	72200	50400
CELL	_576_	INV_X8	36860	33600	40280	36400
CELL	_577_	NAND2_X1	48260	16800	49400	19600
CELL	_578_	NAND4_X4	61940	50400	68780	53200
CELL	PHY_EDGE_ROW_2_Right_2	TAPCELL_X1	73340	8400	73720	11200
CELL	_580_	OAI21_X1	47500	19600	49020	22400
CELL	_581_	NOR2_X2	68020	58800	69920	61600
CELL	PHY_EDGE_ROW_1_Right_1	TAPCELL_X1	73340	5600	73720	8400
CELL	_583_	NAND2_X1	45600	19600	46740	22400
CELL	_584_	NAND2_X1	40280	5600	41420	8400
CELL	_585_	NOR2_X1	69920	50400	71060	53200
CELL	PHY_EDGE_ROW_0_Right_0	TAPCELL_X1	73340	2800	73720	5600
CELL	_587_	NAND2_X1	44460	8400	45600	11200
CELL	_588_	NAND3_X1	44080	2800	45600	5600
CELL	_589_	OAI22_X1	40660	14000	42560	16800
CELL	_590_	NAND2_X1	38760	14000	39900	16800
CELL	_591_	NAND2_X1	36480	5600	37620	8400
CELL	_592_	NAND2_X1	33060	8400	34200	11200
CELL	_593_	NAND3_X1	36100	11200	37620	14000
CELL	_594_	OAI22_X1	28120	16800	30020	19600
CELL	_595_	NAND2_X1	27740	14000	28880	16800
CELL	_596_	NAND2_X1	30020	5600	31160	8400
CELL	_597_	NAND2_X1	27740	11200	28880	14000
CELL	_598_	NAND3_X1	27740	5600	29260	8400
CELL	_599_	NAND2_X1	15580	22400	16720	25200
CELL	_600_	OAI21_X1	13300	19600	14820	22400
CELL	_601_	NAND2_X1	11400	22400	12540	25200
CELL	_602_	NAND2_X1	4560	22400	5700	25200
CELL	_603_	NAND2_X1	6840	22400	7980	25200
CELL	_604_	NAND3_X1	5320	16800	6840	19600
CELL	_605_	OAI22_X1	25460	30800	27360	33600
CELL	_606_	NAND2_X1	27740	36400	28880	39200
CELL	_607_	NAND2_X1	4560	33600	5700	36400
CELL	_608_	NAND2_X1	30780	30800	31920	33600
CELL	_609_	NAND3_X1	27360	33600	28880	36400
CELL	_610_	NAND2_X1	15580	33600	16720	36400
CELL	_611_	OAI21_X1	13300	33600	14820	36400
CELL	_612_	NAND2_X1	13300	36400	14440	39200
CELL	_613_	NAND2_X1	4180	36400	5320	39200
CELL	_614_	NAND2_X1	7980	39200	9120	42000
CELL	_615_	NAND3_X1	7220	33600	8740	36400
CELL	_616_	OAI22_X1	14440	42000	16340	44800
CELL	_617_	NAND2_X1	12540	42000	13680	44800
CELL	_618_	NAND2_X1	4560	42000	5700	44800
CELL	_619_	NAND2_X1	3800	44800	4940	47600
CELL	_620_	NAND3_X1	6460	42000	7980	44800
CELL	_621_	NAND2_X1	15200	61600	16340	64400
CELL	_622_	OAI21_X1	14060	56000	15580	58800
CELL	_623_	NAND2_X1	12540	61600	13680	64400
CELL	_624_	NAND2_X1	11400	70000	12540	72800
CELL	_625_	NAND2_X1	7220	67200	8360	70000
CELL	_626_	NAND3_X1	10640	64400	12160	67200
CELL	_627_	OAI22_X1	21280	58800	23180	61600
CELL	_628_	NAND2_X1	21280	61600	22420	64400
CELL	_629_	NAND2_X1	18620	70000	19760	72800
CELL	_630_	NAND2_X1	20520	70000	21660	72800
CELL	_631_	NAND3_X1	19380	64400	20900	67200
CELL	_632_	NAND2_X1	41800	58800	42940	61600
CELL	_633_	OAI21_X1	39520	58800	41040	61600
CELL	_634_	NAND2_X1	41040	61600	42180	64400
CELL	_635_	NAND2_X1	42940	64400	44080	67200
CELL	_636_	NAND2_X1	41040	70000	42180	72800
CELL	_637_	NAND3_X1	40660	64400	42180	67200
CELL	_638_	OAI22_X1	48260	58800	50160	61600
CELL	_639_	NAND2_X1	48260	61600	49400	64400
CELL	_640_	NAND2_X1	47880	70000	49020	72800
CELL	_641_	NAND2_X1	50160	64400	51300	67200
CELL	_642_	NAND3_X1	47880	64400	49400	67200
CELL	_643_	NAND2_X1	38760	47600	39900	50400
CELL	_644_	OAI21_X1	36480	44800	38000	47600
CELL	_645_	NAND2_X1	32680	44800	33820	47600
CELL	_646_	AND2_X1	30020	42000	31540	44800
CELL	_647_	AOI21_X1	27740	39200	29260	42000
CELL	_648_	NAND2_X1	30020	44800	31160	47600
CELL	_649_	OAI22_X1	63840	39200	65740	42000
CELL	_650_	NAND2_X1	64220	42000	65360	44800
CELL	_651_	NAND2_X1	69920	39200	71060	42000
CELL	_652_	NAND2_X1	66120	44800	67260	47600
CELL	_653_	NAND3_X1	66880	39200	68400	42000
CELL	_654_	NAND2_X1	50920	22400	52060	25200
CELL	_655_	OAI21_X1	48640	25200	50160	28000
CELL	_656_	NAND2_X1	47120	22400	48260	25200
CELL	_657_	AND2_X1	41420	22400	42940	25200
CELL	_658_	AOI21_X1	38000	25200	39520	28000
CELL	_659_	NAND2_X1	42180	28000	43320	30800
CELL	_660_	OAI22_X1	67260	19600	69160	22400
CELL	_661_	NAND2_X1	68020	14000	69160	16800
CELL	_662_	AND2_X1	66880	11200	68400	14000
CELL	_663_	AOI21_X1	69160	11200	70680	14000
CELL	_664_	NAND2_X1	69920	14000	71060	16800
CELL	_665_	NAND3_X1	53580	22400	55100	25200
CELL	_666_	OR2_X1	53200	16800	54720	19600
CELL	_667_	NAND2_X1	55480	16800	56620	19600
CELL	_668_	NAND2_X1	55100	14000	56240	16800
CELL	_669_	AND2_X1	59280	2800	60800	5600
CELL	_670_	AOI21_X1	58140	8400	59660	11200
CELL	_671_	NAND2_X1	55860	2800	57000	5600
CELL	_672_	DFF_X1	65360	67200	71820	70000
CELL	_673_	DFF_X1	60420	64400	66880	67200
CELL	_674_	DFF_X1	60420	56000	66880	58800
CELL	_675_	DFF_X1	48260	11200	54720	14000
CELL	_676_	DFF_X1	33440	19600	39900	22400
CELL	_677_	DFF_X1	13300	5600	19760	8400
CELL	_678_	DFF_X1	3420	11200	9880	14000
CELL	_679_	DFF_X1	30400	25200	36860	28000
CELL	_680_	DFF_X1	9500	28000	15960	30800
CELL	_681_	DFF_X1	5700	53200	12160	56000
CELL	_682_	DFF_X1	5320	58800	11780	61600
CELL	_683_	DFF_X1	23940	58800	30400	61600
CELL	_684_	DFF_X1	28120	64400	34580	67200
CELL	_685_	DFF_X1	52440	56000	58900	58800
CELL	_686_	DFF_X1	36100	42000	42560	44800
CELL	_687_	DFF_X1	65740	33600	72200	36400
CELL	_688_	DFF_X1	42560	36400	49020	39200
CELL	_689_	DFF_X1	65740	5600	72200	8400
CELL	_690_	DFF_X1	58140	14000	64600	16800
CELL	_691_	DFF_X1	42180	5600	48640	8400
CELL	_692_	DFF_X1	34960	8400	41420	11200
CELL	_693_	DFF_X1	25840	8400	32300	11200
CELL	_694_	DFF_X1	3420	19600	9880	22400
CELL	_695_	DFF_X1	29640	33600	36100	36400
CELL	_696_	DFF_X1	6080	36400	12540	39200
CELL	_697_	DFF_X1	5700	44800	12160	47600
CELL	_698_	DFF_X1	9120	67200	15580	70000
CELL	_699_	DFF_X1	16340	67200	22800	70000
CELL	_700_	DFF_X1	38760	67200	45220	70000
