 time            v(src)          v(A)            v(ZN)           v(load)         psupply        
 2.66100000e-10  1.10000000e+00  1.09996926e+00  1.15130251e-04  2.22434886e-04  9.24617576e-08 
 2.66300000e-10  1.10000000e+00  1.09996948e+00  1.14323617e-04  2.20302055e-04  9.53230143e-08 
 2.66500000e-10  1.10000000e+00  1.09996970e+00  1.13529848e-04  2.18195613e-04  9.24430236e-08 
 2.66700000e-10  1.10000000e+00  1.09996992e+00  1.12743027e-04  2.16115234e-04  9.53077037e-08 
 2.66900000e-10  1.10000000e+00  1.09997014e+00  1.11968811e-04  2.14060594e-04  9.24247057e-08 
 2.67100000e-10  1.10000000e+00  1.09997035e+00  1.11201315e-04  2.12031375e-04  9.52927944e-08 
 2.67300000e-10  1.10000000e+00  1.09997056e+00  1.10446171e-04  2.10027264e-04  9.24067937e-08 
 2.67500000e-10  1.10000000e+00  1.09997077e+00  1.09697527e-04  2.08047949e-04  9.52782765e-08 
 2.67700000e-10  1.10000000e+00  1.09997098e+00  1.08960985e-04  2.06093123e-04  9.23892786e-08 
 2.67900000e-10  1.10000000e+00  1.09997118e+00  1.08230728e-04  2.04162484e-04  9.52641402e-08 
 2.68100000e-10  1.10000000e+00  1.09997138e+00  1.07512332e-04  2.02255733e-04  9.23721505e-08 
 2.68300000e-10  1.10000000e+00  1.09997158e+00  1.06800009e-04  2.00372573e-04  9.52503770e-08 
 2.68500000e-10  1.10000000e+00  1.09997178e+00  1.06099311e-04  1.98512713e-04  9.23554010e-08 
 2.68700000e-10  1.10000000e+00  1.09997197e+00  1.05404483e-04  1.96675865e-04  9.52369775e-08 
 2.68900000e-10  1.10000000e+00  1.09997216e+00  1.04721048e-04  1.94861745e-04  9.23390206e-08 
 2.69100000e-10  1.10000000e+00  1.09997235e+00  1.04043284e-04  1.93070070e-04  9.52239329e-08 
 2.69300000e-10  1.10000000e+00  1.09997253e+00  1.03376687e-04  1.91300563e-04  9.23230010e-08 
 2.69500000e-10  1.10000000e+00  1.09997272e+00  1.02715567e-04  1.89552951e-04  9.52112343e-08 
 2.69700000e-10  1.10000000e+00  1.09997290e+00  1.02065394e-04  1.87826961e-04  9.23073334e-08 
 2.69900000e-10  1.10000000e+00  1.09997308e+00  1.01420510e-04  1.86122327e-04  9.51988741e-08 
 2.70100000e-10  1.10000000e+00  1.09997325e+00  1.00786356e-04  1.84438785e-04  9.22920098e-08 
 2.70300000e-10  1.10000000e+00  1.09997343e+00  1.00157307e-04  1.82776073e-04  9.51868434e-08 
 2.70500000e-10  1.10000000e+00  1.09997360e+00  9.95387800e-05  1.81133934e-04  9.22770221e-08 
 2.70700000e-10  1.10000000e+00  1.09997377e+00  9.89251774e-05  1.79512113e-04  9.51751347e-08 
 2.70900000e-10  1.10000000e+00  1.09997394e+00  9.83218911e-05  1.77910359e-04  9.22623622e-08 
 2.71100000e-10  1.10000000e+00  1.09997410e+00  9.77233552e-05  1.76328423e-04  9.51637398e-08 
 2.71300000e-10  1.10000000e+00  1.09997427e+00  9.71349349e-05  1.74766061e-04  9.22480228e-08 
 2.71500000e-10  1.10000000e+00  1.09997443e+00  9.65510952e-05  1.73223031e-04  9.51526512e-08 
 2.71700000e-10  1.10000000e+00  1.09997459e+00  9.59771752e-05  1.71699092e-04  9.22339958e-08 
 2.71900000e-10  1.10000000e+00  1.09997474e+00  9.54076704e-05  1.70194010e-04  9.51418617e-08 
 2.72100000e-10  1.10000000e+00  1.09997490e+00  9.48478939e-05  1.68707550e-04  9.22202744e-08 
 2.72300000e-10  1.10000000e+00  1.09997505e+00  9.42923715e-05  1.67239482e-04  9.51313638e-08 
 2.72500000e-10  1.10000000e+00  1.09997520e+00  9.37463904e-05  1.65789579e-04  9.22068511e-08 
 2.72700000e-10  1.10000000e+00  1.09997535e+00  9.32045066e-05  1.64357616e-04  9.51211507e-08 
 2.72900000e-10  1.10000000e+00  1.09997550e+00  9.26719814e-05  1.62943371e-04  9.21937191e-08 
 2.73100000e-10  1.10000000e+00  1.09997564e+00  9.21434009e-05  1.61546625e-04  9.51112150e-08 
 2.73300000e-10  1.10000000e+00  1.09997579e+00  9.16240006e-05  1.60167161e-04  9.21808714e-08 
 2.73500000e-10  1.10000000e+00  1.09997593e+00  9.11083963e-05  1.58804766e-04  9.51015503e-08 
 2.73700000e-10  1.10000000e+00  1.09997607e+00  9.06017979e-05  1.57459228e-04  9.21683015e-08 
 2.73900000e-10  1.10000000e+00  1.09997621e+00  9.00988507e-05  1.56130339e-04  9.50921499e-08 
 2.74100000e-10  1.10000000e+00  1.09997634e+00  8.96047391e-05  1.54817892e-04  9.21560027e-08 
 2.74300000e-10  1.10000000e+00  1.09997648e+00  8.91141378e-05  1.53521685e-04  9.50830073e-08 
 2.74500000e-10  1.10000000e+00  1.09997661e+00  8.86322058e-05  1.52241517e-04  9.21439687e-08 
 2.74700000e-10  1.10000000e+00  1.09997674e+00  8.81536469e-05  1.50977188e-04  9.50741164e-08 
 2.74900000e-10  1.10000000e+00  1.09997687e+00  8.76835948e-05  1.49728504e-04  9.21321933e-08 
 2.75100000e-10  1.10000000e+00  1.09997700e+00  8.72167822e-05  1.48495270e-04  9.50654708e-08 
 2.75300000e-10  1.10000000e+00  1.09997713e+00  8.67583176e-05  1.47277295e-04  9.21206705e-08 
 2.75500000e-10  1.10000000e+00  1.09997725e+00  8.63029626e-05  1.46074391e-04  9.50570648e-08 
 2.75700000e-10  1.10000000e+00  1.09997738e+00  8.58558002e-05  1.44886371e-04  9.21093943e-08 
 2.75900000e-10  1.10000000e+00  1.09997750e+00  8.54116210e-05  1.43713051e-04  9.50488923e-08 
 2.76100000e-10  1.10000000e+00  1.09997762e+00  8.49754829e-05  1.42554249e-04  9.20983589e-08 
 2.76300000e-10  1.10000000e+00  1.09997774e+00  8.45422048e-05  1.41409786e-04  9.50409477e-08 
 2.76500000e-10  1.10000000e+00  1.09997785e+00  8.41168196e-05  1.40279483e-04  9.20875586e-08 
 2.76700000e-10  1.10000000e+00  1.09997797e+00  8.36941745e-05  1.39163167e-04  9.50332252e-08 
 2.76900000e-10  1.10000000e+00  1.09997808e+00  8.32792776e-05  1.38060663e-04  9.20769880e-08 
 2.77100000e-10  1.10000000e+00  1.09997819e+00  8.28670041e-05  1.36971801e-04  9.50257201e-08 
 2.77300000e-10  1.10000000e+00  1.09997831e+00  8.24623374e-05  1.35896412e-04  9.20666419e-08 
 2.77500000e-10  1.10000000e+00  1.09997842e+00  8.20601806e-05  1.34834330e-04  9.50184262e-08 
 2.77700000e-10  1.10000000e+00  1.09997852e+00  8.16654922e-05  1.33785390e-04  9.20565146e-08 
 2.77900000e-10  1.10000000e+00  1.09997863e+00  8.12732034e-05  1.32749428e-04  9.50113387e-08 
 2.78100000e-10  1.10000000e+00  1.09997874e+00  8.08882478e-05  1.31726286e-04  9.20466013e-08 
 2.78300000e-10  1.10000000e+00  1.09997884e+00  8.05055843e-05  1.30715803e-04  9.50044526e-08 
 2.78500000e-10  1.10000000e+00  1.09997894e+00  8.01301221e-05  1.29717824e-04  9.20368971e-08 
 2.78700000e-10  1.10000000e+00  1.09997905e+00  7.97568473e-05  1.28732193e-04  9.49977627e-08 
 2.78900000e-10  1.10000000e+00  1.09997915e+00  7.93906447e-05  1.27758759e-04  9.20273966e-08 
 2.79100000e-10  1.10000000e+00  1.09997924e+00  7.90265278e-05  1.26797369e-04  9.49912645e-08 
 2.79300000e-10  1.10000000e+00  1.09997934e+00  7.86693569e-05  1.25847876e-04  9.20180953e-08 
 2.79500000e-10  1.10000000e+00  1.09997944e+00  7.83141728e-05  1.24910131e-04  9.49849531e-08 
 2.79700000e-10  1.10000000e+00  1.09997953e+00  7.79658114e-05  1.23983990e-04  9.20089888e-08 
 2.79900000e-10  1.10000000e+00  1.09997963e+00  7.76193404e-05  1.23069308e-04  9.49788239e-08 
 2.80100000e-10  1.10000000e+00  1.09997972e+00  7.72795717e-05  1.22165945e-04  9.20000723e-08 
 2.80300000e-10  1.10000000e+00  1.09997981e+00  7.69415997e-05  1.21273759e-04  9.49728724e-08 
 2.80500000e-10  1.10000000e+00  1.09997990e+00  7.66102122e-05  1.20392614e-04  9.19913413e-08 
 2.80700000e-10  1.10000000e+00  1.09997999e+00  7.62805302e-05  1.19522371e-04  9.49670944e-08 
 2.80900000e-10  1.10000000e+00  1.09998008e+00  7.59573176e-05  1.18662897e-04  9.19827915e-08 
 2.81100000e-10  1.10000000e+00  1.09998017e+00  7.56357219e-05  1.17814058e-04  9.49614854e-08 
 2.81300000e-10  1.10000000e+00  1.09998025e+00  7.53204829e-05  1.16975722e-04  9.19744189e-08 
 2.81500000e-10  1.10000000e+00  1.09998034e+00  7.50067746e-05  1.16147760e-04  9.49560413e-08 
 2.81700000e-10  1.10000000e+00  1.09998042e+00  7.46993131e-05  1.15330043e-04  9.19662190e-08 
 2.81900000e-10  1.10000000e+00  1.09998051e+00  7.43932984e-05  1.14522444e-04  9.49507581e-08 
 2.82100000e-10  1.10000000e+00  1.09998059e+00  7.40934230e-05  1.13724838e-04  9.19581879e-08 
 2.82300000e-10  1.10000000e+00  1.09998067e+00  7.37949127e-05  1.12937102e-04  9.49456317e-08 
 2.82500000e-10  1.10000000e+00  1.09998075e+00  7.35024365e-05  1.12159114e-04  9.19503218e-08 
 2.82700000e-10  1.10000000e+00  1.09998083e+00  7.32112462e-05  1.11390752e-04  9.49406584e-08 
 2.82900000e-10  1.10000000e+00  1.09998090e+00  7.29259872e-05  1.10631898e-04  9.19426167e-08 
 2.83100000e-10  1.10000000e+00  1.09998098e+00  7.26419369e-05  1.09882434e-04  9.49358341e-08 
 2.83300000e-10  1.10000000e+00  1.09998106e+00  7.23637174e-05  1.09142243e-04  9.19350688e-08 
 2.83500000e-10  1.10000000e+00  1.09998113e+00  7.20866317e-05  1.08411212e-04  9.49311555e-08 
 2.83700000e-10  1.10000000e+00  1.09998121e+00  7.18152784e-05  1.07689227e-04  9.19276746e-08 
 2.83900000e-10  1.10000000e+00  1.09998128e+00  7.15449861e-05  1.06976176e-04  9.49266186e-08 
 2.84100000e-10  1.10000000e+00  1.09998135e+00  7.12803300e-05  1.06271948e-04  9.19204305e-08 
 2.84300000e-10  1.10000000e+00  1.09998142e+00  7.10166640e-05  1.05576434e-04  9.49222202e-08 
 2.84500000e-10  1.10000000e+00  1.09998149e+00  7.07585404e-05  1.04889526e-04  9.19133328e-08 
 2.84700000e-10  1.10000000e+00  1.09998156e+00  7.05013379e-05  1.04211119e-04  9.49179568e-08 
 2.84900000e-10  1.10000000e+00  1.09998163e+00  7.02495858e-05  1.03541106e-04  9.19063785e-08 
 2.85100000e-10  1.10000000e+00  1.09998170e+00  6.99986879e-05  1.02879383e-04  9.49138247e-08 
 2.85300000e-10  1.10000000e+00  1.09998176e+00  6.97531505e-05  1.02225849e-04  9.18995638e-08 
 2.85500000e-10  1.10000000e+00  1.09998183e+00  6.95084023e-05  1.01580402e-04  9.49098211e-08 
 2.85700000e-10  1.10000000e+00  1.09998189e+00  6.92689266e-05  1.00942942e-04  9.18928858e-08 
 2.85900000e-10  1.10000000e+00  1.09998196e+00  6.90301769e-05  1.00313370e-04  9.49059426e-08 
 2.86100000e-10  1.10000000e+00  1.09998202e+00  6.87966138e-05  9.96915885e-05  9.18863412e-08 
 2.86300000e-10  1.10000000e+00  1.09998208e+00  6.85637151e-05  9.90775009e-05  9.49021860e-08 
 2.86500000e-10  1.10000000e+00  1.09998215e+00  6.83359190e-05  9.84710121e-05  9.18799267e-08 
 2.86700000e-10  1.10000000e+00  1.09998221e+00  6.81087276e-05  9.78720282e-05  9.48985484e-08 
 2.86900000e-10  1.10000000e+00  1.09998227e+00  6.78865565e-05  9.72804562e-05  9.18736395e-08 
 2.87100000e-10  1.10000000e+00  1.09998233e+00  6.76649321e-05  9.66962045e-05  9.48950266e-08 
 2.87300000e-10  1.10000000e+00  1.09998239e+00  6.74482475e-05  9.61191824e-05  9.18674766e-08 
 2.87500000e-10  1.10000000e+00  1.09998244e+00  6.72320532e-05  9.55493006e-05  9.48916182e-08 
 2.87700000e-10  1.10000000e+00  1.09998250e+00  6.70207201e-05  9.49864706e-05  9.18614352e-08 
 2.87900000e-10  1.10000000e+00  1.09998256e+00  6.68098226e-05  9.44306053e-05  9.48883197e-08 
 2.88100000e-10  1.10000000e+00  1.09998261e+00  6.66037092e-05  9.38816183e-05  9.18555124e-08 
 2.88300000e-10  1.10000000e+00  1.09998267e+00  6.63979781e-05  9.33394248e-05  9.48851287e-08 
 2.88500000e-10  1.10000000e+00  1.09998272e+00  6.61969560e-05  9.28039405e-05  9.18497054e-08 
 2.88700000e-10  1.10000000e+00  1.09998278e+00  6.59962645e-05  9.22750824e-05  9.48820425e-08 
 2.88900000e-10  1.10000000e+00  1.09998283e+00  6.58002082e-05  9.17527687e-05  9.18440116e-08 
 2.89100000e-10  1.10000000e+00  1.09998288e+00  6.56044324e-05  9.12369182e-05  9.48790585e-08 
 2.89300000e-10  1.10000000e+00  1.09998293e+00  6.54132197e-05  9.07274510e-05  9.18384284e-08 
 2.89500000e-10  1.10000000e+00  1.09998298e+00  6.52222388e-05  9.02242882e-05  9.48761741e-08 
 2.89700000e-10  1.10000000e+00  1.09998303e+00  6.50357505e-05  8.97273517e-05  9.18329533e-08 
 2.89900000e-10  1.10000000e+00  1.09998308e+00  6.48494466e-05  8.92365645e-05  9.48733866e-08 
 2.90100000e-10  1.10000000e+00  1.09998313e+00  6.46675663e-05  8.87518505e-05  9.18275836e-08 
 2.90300000e-10  1.10000000e+00  1.09998318e+00  6.44858246e-05  8.82731346e-05  9.48706939e-08 
 2.90500000e-10  1.10000000e+00  1.09998323e+00  6.43084389e-05  8.78003424e-05  9.18223166e-08 
 2.90700000e-10  1.10000000e+00  1.09998328e+00  6.41311472e-05  8.73334008e-05  9.48680930e-08 
 2.90900000e-10  1.10000000e+00  1.09998332e+00  6.39581454e-05  8.68722374e-05  9.18171509e-08 
 2.91100000e-10  1.10000000e+00  1.09998337e+00  6.37851944e-05  8.64167806e-05  9.48655824e-08 
 2.91300000e-10  1.10000000e+00  1.09998341e+00  6.36164686e-05  8.59669598e-05  9.18120833e-08 
 2.91500000e-10  1.10000000e+00  1.09998346e+00  6.34477515e-05  8.55227054e-05  9.48631594e-08 
 2.91700000e-10  1.10000000e+00  1.09998350e+00  6.32831964e-05  8.50839483e-05  9.18071119e-08 
 2.91900000e-10  1.10000000e+00  1.09998355e+00  6.31186093e-05  8.46506207e-05  9.48608215e-08 
 2.92100000e-10  1.10000000e+00  1.09998359e+00  6.29581222e-05  8.42226552e-05  9.18022343e-08 
 2.92300000e-10  1.10000000e+00  1.09998363e+00  6.27975635e-05  8.37999857e-05  9.48585672e-08 
 2.92500000e-10  1.10000000e+00  1.09998368e+00  6.26410442e-05  8.33825465e-05  9.17974486e-08 
 2.92700000e-10  1.10000000e+00  1.09998372e+00  6.24844151e-05  8.29702728e-05  9.48563936e-08 
 2.92900000e-10  1.10000000e+00  1.09998376e+00  6.23317659e-05  8.25631009e-05  9.17927523e-08 
 2.93100000e-10  1.10000000e+00  1.09998380e+00  6.21789696e-05  8.21609676e-05  9.48542995e-08 
 2.93300000e-10  1.10000000e+00  1.09998384e+00  6.20300953e-05  8.17638105e-05  9.17881435e-08 
 2.93500000e-10  1.10000000e+00  1.09998388e+00  6.18810378e-05  8.13715680e-05  9.48522822e-08 
 2.93700000e-10  1.10000000e+00  1.09998392e+00  6.17358453e-05  8.09841794e-05  9.17836205e-08 
 2.93900000e-10  1.10000000e+00  1.09998396e+00  6.15904347e-05  8.06015845e-05  9.48503401e-08 
 2.94100000e-10  1.10000000e+00  1.09998399e+00  6.14488334e-05  8.02237241e-05  9.17791811e-08 
 2.94300000e-10  1.10000000e+00  1.09998403e+00  6.13069801e-05  7.98505396e-05  9.48484711e-08 
 2.94500000e-10  1.10000000e+00  1.09998407e+00  6.11688815e-05  7.94819731e-05  9.17748234e-08 
 2.94700000e-10  1.10000000e+00  1.09998410e+00  6.10304981e-05  7.91179675e-05  9.48466732e-08 
 2.94900000e-10  1.10000000e+00  1.09998414e+00  6.08958160e-05  7.87584663e-05  9.17705454e-08 
 2.95100000e-10  1.10000000e+00  1.09998418e+00  6.07608172e-05  7.84034138e-05  9.48449450e-08 
 2.95300000e-10  1.10000000e+00  1.09998421e+00  6.06294674e-05  7.80527550e-05  9.17663453e-08 
 2.95500000e-10  1.10000000e+00  1.09998425e+00  6.04977701e-05  7.77064355e-05  9.48432846e-08 
 2.95700000e-10  1.10000000e+00  1.09998428e+00  6.03696707e-05  7.73644015e-05  9.17622216e-08 
 2.95900000e-10  1.10000000e+00  1.09998431e+00  6.02411937e-05  7.70266001e-05  9.48416898e-08 
 2.96100000e-10  1.10000000e+00  1.09998435e+00  6.01162645e-05  7.66929789e-05  9.17581724e-08 
 2.96300000e-10  1.10000000e+00  1.09998438e+00  5.99909288e-05  7.63634862e-05  9.48401595e-08 
 2.96500000e-10  1.10000000e+00  1.09998441e+00  5.98690917e-05  7.60380708e-05  9.17541957e-08 
 2.96700000e-10  1.10000000e+00  1.09998445e+00  5.97468201e-05  7.57166824e-05  9.48386917e-08 
 2.96900000e-10  1.10000000e+00  1.09998448e+00  5.96279990e-05  7.53992711e-05  9.17502905e-08 
 2.97100000e-10  1.10000000e+00  1.09998451e+00  5.95087162e-05  7.50857876e-05  9.48372850e-08 
 2.97300000e-10  1.10000000e+00  1.09998454e+00  5.93928368e-05  7.47761835e-05  9.17464545e-08 
 2.97500000e-10  1.10000000e+00  1.09998457e+00  5.92764694e-05  7.44704106e-05  9.48359375e-08 
 2.97700000e-10  1.10000000e+00  1.09998460e+00  5.91634592e-05  7.41684215e-05  9.17426866e-08 
 2.97900000e-10  1.10000000e+00  1.09998463e+00  5.90499356e-05  7.38701696e-05  9.48346482e-08 
 2.98100000e-10  1.10000000e+00  1.09998466e+00  5.89397240e-05  7.35756084e-05  9.17389848e-08 
 2.98300000e-10  1.10000000e+00  1.09998469e+00  5.88289743e-05  7.32846924e-05  9.48334150e-08 
 2.98500000e-10  1.10000000e+00  1.09998472e+00  5.87214923e-05  7.29973764e-05  9.17353481e-08 
 2.98700000e-10  1.10000000e+00  1.09998475e+00  5.86134485e-05  7.27136158e-05  9.48322367e-08 
 2.98900000e-10  1.10000000e+00  1.09998478e+00  5.85086288e-05  7.24333668e-05  9.17317748e-08 
 2.99100000e-10  1.10000000e+00  1.09998480e+00  5.84032243e-05  7.21565858e-05  9.48311119e-08 
 2.99300000e-10  1.10000000e+00  1.09998483e+00  5.83010015e-05  7.18832299e-05  9.17282635e-08 
 2.99500000e-10  1.10000000e+00  1.09998486e+00  5.81981714e-05  7.16132568e-05  9.48300394e-08 
 2.99700000e-10  1.10000000e+00  1.09998488e+00  5.80984814e-05  7.13466245e-05  9.17248128e-08 
 2.99900000e-10  1.10000000e+00  1.09998491e+00  5.79981626e-05  7.10832917e-05  9.48290173e-08 
 3.00100000e-10  1.10000000e+00  1.09998494e+00  5.79009430e-05  7.08232177e-05  9.17214213e-08 
 3.00300000e-10  1.10000000e+00  1.09998496e+00  5.78030738e-05  7.05663621e-05  9.48280449e-08 
 3.00500000e-10  1.10000000e+00  1.09998499e+00  5.77082638e-05  7.03126850e-05  9.17180875e-08 
 3.00700000e-10  1.10000000e+00  1.09998501e+00  5.76127840e-05  7.00621471e-05  9.48271204e-08 
 3.00900000e-10  1.10000000e+00  1.09998504e+00  5.75203242e-05  6.98147097e-05  9.17148106e-08 
 3.01100000e-10  1.10000000e+00  1.09998506e+00  5.74271752e-05  6.95703342e-05  9.48262428e-08 
 3.01300000e-10  1.10000000e+00  1.09998509e+00  5.73370077e-05  6.93289829e-05  9.17115887e-08 
 3.01500000e-10  1.10000000e+00  1.09998511e+00  5.72461322e-05  6.90906183e-05  9.48254108e-08 
 3.01700000e-10  1.10000000e+00  1.09998513e+00  5.71582005e-05  6.88552034e-05  9.17084209e-08 
 3.01900000e-10  1.10000000e+00  1.09998516e+00  5.70695426e-05  6.86227017e-05  9.48246234e-08 
 3.02100000e-10  1.10000000e+00  1.09998518e+00  5.69837917e-05  6.83930773e-05  9.17053060e-08 
 3.02300000e-10  1.10000000e+00  1.09998520e+00  5.68972970e-05  6.81662945e-05  9.48238789e-08 
 3.02500000e-10  1.10000000e+00  1.09998522e+00  5.68136730e-05  6.79423180e-05  9.17022427e-08 
 3.02700000e-10  1.10000000e+00  1.09998525e+00  5.67292885e-05  6.77211133e-05  9.48231768e-08 
 3.02900000e-10  1.10000000e+00  1.09998527e+00  5.66477391e-05  6.75026460e-05  9.16992302e-08 
 3.03100000e-10  1.10000000e+00  1.09998529e+00  5.65654128e-05  6.72868823e-05  9.48225154e-08 
 3.03300000e-10  1.10000000e+00  1.09998531e+00  5.64858869e-05  6.70737886e-05  9.16962668e-08 
 3.03500000e-10  1.10000000e+00  1.09998533e+00  5.64055684e-05  6.68633319e-05  9.48218942e-08 
 3.03700000e-10  1.10000000e+00  1.09998535e+00  5.63280160e-05  6.66554796e-05  9.16933516e-08 
 3.03900000e-10  1.10000000e+00  1.09998537e+00  5.62496560e-05  6.64501996e-05  9.48213116e-08 
 3.04100000e-10  1.10000000e+00  1.09998539e+00  5.61740286e-05  6.62474598e-05  9.16904839e-08 
 3.04300000e-10  1.10000000e+00  1.09998541e+00  5.60975789e-05  6.60472290e-05  9.48207669e-08 
 3.04500000e-10  1.10000000e+00  1.09998543e+00  5.60238290e-05  6.58494760e-05  9.16876622e-08 
 3.04700000e-10  1.10000000e+00  1.09998545e+00  5.59492427e-05  6.56541703e-05  9.48202588e-08 
 3.04900000e-10  1.10000000e+00  1.09998547e+00  5.58773241e-05  6.54612814e-05  9.16848858e-08 
 3.05100000e-10  1.10000000e+00  1.09998549e+00  5.58045556e-05  6.52707796e-05  9.48197867e-08 
 3.05300000e-10  1.10000000e+00  1.09998551e+00  5.57344230e-05  6.50826353e-05  9.16821535e-08 
 3.05500000e-10  1.10000000e+00  1.09998553e+00  5.56634276e-05  6.48968192e-05  9.48193494e-08 
 3.05700000e-10  1.10000000e+00  1.09998554e+00  5.55950371e-05  6.47133026e-05  9.16794642e-08 
 3.05900000e-10  1.10000000e+00  1.09998556e+00  5.55257712e-05  6.45320571e-05  9.48189460e-08 
 3.06100000e-10  1.10000000e+00  1.09998558e+00  5.54590799e-05  6.43530545e-05  9.16768173e-08 
 3.06300000e-10  1.10000000e+00  1.09998560e+00  5.53915011e-05  6.41762671e-05  9.48185753e-08 
 3.06500000e-10  1.10000000e+00  1.09998562e+00  5.53264671e-05  6.40016675e-05  9.16742114e-08 
 3.06700000e-10  1.10000000e+00  1.09998563e+00  5.52605340e-05  6.38292285e-05  9.48182370e-08 
 3.06900000e-10  1.10000000e+00  1.09998565e+00  5.51971163e-05  6.36589235e-05  9.16716462e-08 
 3.07100000e-10  1.10000000e+00  1.09998567e+00  5.51327885e-05  6.34907260e-05  9.48179300e-08 
 3.07300000e-10  1.10000000e+00  1.09998568e+00  5.50709474e-05  6.33246100e-05  9.16691204e-08 
 3.07500000e-10  1.10000000e+00  1.09998570e+00  5.50081855e-05  6.31605498e-05  9.48176531e-08 
 3.07700000e-10  1.10000000e+00  1.09998572e+00  5.49478821e-05  6.29985198e-05  9.16666331e-08 
 3.07900000e-10  1.10000000e+00  1.09998573e+00  5.48866476e-05  6.28384949e-05  9.48174057e-08 
 3.08100000e-10  1.10000000e+00  1.09998575e+00  5.48278440e-05  6.26804504e-05  9.16641837e-08 
 3.08300000e-10  1.10000000e+00  1.09998576e+00  5.47680995e-05  6.25243617e-05  9.48171872e-08 
 3.08500000e-10  1.10000000e+00  1.09998578e+00  5.47107587e-05  6.23702046e-05  9.16617713e-08 
 3.08700000e-10  1.10000000e+00  1.09998579e+00  5.46524676e-05  6.22179553e-05  9.48169966e-08 
 3.08900000e-10  1.10000000e+00  1.09998581e+00  5.45965536e-05  6.20675900e-05  9.16593950e-08 
 3.09100000e-10  1.10000000e+00  1.09998582e+00  5.45396802e-05  6.19190856e-05  9.48168331e-08 
 3.09300000e-10  1.10000000e+00  1.09998584e+00  5.44851577e-05  6.17724189e-05  9.16570540e-08 
 3.09500000e-10  1.10000000e+00  1.09998585e+00  5.44296673e-05  6.16275673e-05  9.48166959e-08 
 3.09700000e-10  1.10000000e+00  1.09998586e+00  5.43765020e-05  6.14845083e-05  9.16547478e-08 
 3.09900000e-10  1.10000000e+00  1.09998588e+00  5.43223606e-05  6.13432196e-05  9.48165849e-08 
 3.10100000e-10  1.10000000e+00  1.09998589e+00  5.42705191e-05  6.12036794e-05  9.16524754e-08 
 3.10300000e-10  1.10000000e+00  1.09998591e+00  5.42176936e-05  6.10658661e-05  9.48164982e-08 
 3.10500000e-10  1.10000000e+00  1.09998592e+00  5.41671433e-05  6.09297582e-05  9.16502359e-08 
 3.10700000e-10  1.10000000e+00  1.09998593e+00  5.41156014e-05  6.07953347e-05  9.48164360e-08 
 3.10900000e-10  1.10000000e+00  1.09998595e+00  5.40663103e-05  6.06625748e-05  9.16480291e-08 
 3.11100000e-10  1.10000000e+00  1.09998596e+00  5.40160206e-05  6.05314577e-05  9.48163976e-08 
 3.11300000e-10  1.10000000e+00  1.09998597e+00  5.39679577e-05  6.04019633e-05  9.16458538e-08 
 3.11500000e-10  1.10000000e+00  1.09998598e+00  5.39188894e-05  6.02740714e-05  9.48163820e-08 
 3.11700000e-10  1.10000000e+00  1.09998600e+00  5.38720245e-05  6.01477622e-05  9.16437097e-08 
 3.11900000e-10  1.10000000e+00  1.09998601e+00  5.38241476e-05  6.00230162e-05  9.48163887e-08 
 3.12100000e-10  1.10000000e+00  1.09998602e+00  5.37784511e-05  5.98998139e-05  9.16415957e-08 
 3.12300000e-10  1.10000000e+00  1.09998603e+00  5.37317364e-05  5.97781362e-05  9.48164171e-08 
 3.12500000e-10  1.10000000e+00  1.09998605e+00  5.36871794e-05  5.96579644e-05  9.16395119e-08 
 3.12700000e-10  1.10000000e+00  1.09998606e+00  5.36415984e-05  5.95392797e-05  9.48164664e-08 
 3.12900000e-10  1.10000000e+00  1.09998607e+00  5.35981530e-05  5.94220638e-05  9.16374568e-08 
 3.13100000e-10  1.10000000e+00  1.09998608e+00  5.35536779e-05  5.93062985e-05  9.48165362e-08 
 3.13300000e-10  1.10000000e+00  1.09998609e+00  5.35113164e-05  5.91919658e-05  9.16354303e-08 
 3.13500000e-10  1.10000000e+00  1.09998610e+00  5.34679201e-05  5.90790480e-05  9.48166259e-08 
 3.13700000e-10  1.10000000e+00  1.09998611e+00  5.34266159e-05  5.89675276e-05  9.16334315e-08 
 3.13900000e-10  1.10000000e+00  1.09998612e+00  5.33842719e-05  5.88573873e-05  9.48167348e-08 
 3.14100000e-10  1.10000000e+00  1.09998613e+00  5.33439990e-05  5.87486101e-05  9.16314602e-08 
 3.14300000e-10  1.10000000e+00  1.09998615e+00  5.33026815e-05  5.86411790e-05  9.48168623e-08 
 3.14500000e-10  1.10000000e+00  1.09998616e+00  5.32634143e-05  5.85350774e-05  9.16295153e-08 
 3.14700000e-10  1.10000000e+00  1.09998617e+00  5.32230981e-05  5.84302888e-05  9.48170083e-08 
 3.14900000e-10  1.10000000e+00  1.09998618e+00  5.31848119e-05  5.83267971e-05  9.16275968e-08 
 3.15100000e-10  1.10000000e+00  1.09998619e+00  5.31454725e-05  5.82245861e-05  9.48171719e-08 
 3.15300000e-10  1.10000000e+00  1.09998620e+00  5.31081430e-05  5.81236400e-05  9.16257040e-08 
 3.15500000e-10  1.10000000e+00  1.09998621e+00  5.30697564e-05  5.80239432e-05  9.48173525e-08 
 3.15700000e-10  1.10000000e+00  1.09998622e+00  5.30333600e-05  5.79254801e-05  9.16238360e-08 
